196,0,325,238,239,209,288,339,254,88,367,40,280,276,0,76,222,0,103,304,55,0,13,198,62,158,311,6,231,0,0,304,231,311,211,248
190,0,339,269,283,241,276,348,320,106,366,42,289,293,0,91,241,0,126,320,41,0,15,187,116,137,323,6,229,0,0,220,226,326,239,255
219,0,430,374,333,261,368,454,336,122,450,45,343,367,0,81,285,0,119,389,41,0,14,214,312,136,444,5,284,0,0,261,292,432,280,321
211,0,331,289,289,183,233,340,250,94,365,59,319,287,0,81,221,0,72,338,39,0,14,218,245,130,368,5,262,0,0,232,249,275,229,240
161,0,333,262,279,255,259,339,230,90,381,52,294,265,0,91,234,0,101,319,47,0,21,186,242,129,336,6,219,0,0,235,217,316,224,235
214,0,326,296,256,287,245,333,276,90,379,83,278,265,0,73,211,0,157,321,100,0,100,194,242,146,321,100,219,78,0,221,208,312,215,228
212,0,406,318,371,294,307,400,313,46,472,88,333,342,0,77,292,0,193,385,56,0,63,232,314,215,398,55,280,85,0,240,245,411,260,264
175,0,317,255,302,199,283,320,239,47,378,46,277,285,0,81,239,0,91,303,54,0,31,217,202,179,324,14,229,0,0,171,199,329,197,247
217,0,401,327,379,246,338,383,334,113,461,43,397,325,0,78,317,0,130,369,39,0,23,245,0,235,389,17,291,0,0,230,248,403,238,303
0,0,296,231,268,219,225,305,279,130,374,43,289,250,0,79,246,0,110,298,53,0,27,186,120,183,287,18,222,0,0,177,197,333,147,204
0,0,276,239,240,220,209,327,221,286,387,71,357,261,0,68,239,0,94,335,56,0,23,179,262,256,278,14,201,0,0,178,208,354,0,209
122,0,408,318,295,257,362,400,276,420,463,100,378,314,0,81,303,0,109,373,58,0,15,265,350,248,371,6,269,0,0,213,249,391,136,318
165,0,323,261,275,245,368,349,291,239,378,49,283,266,0,94,211,0,136,301,48,0,18,190,234,130,304,5,232,76,0,159,197,317,199,235
154,0,332,301,271,261,313,374,284,181,387,41,305,277,0,80,228,0,139,323,64,0,14,180,239,136,326,7,239,0,0,136,212,340,215,234
218,0,420,411,369,272,420,449,372,207,470,36,356,330,0,89,263,0,134,400,46,0,18,198,290,153,432,5,280,0,0,158,350,408,283,285
108,0,338,346,277,204,275,365,284,165,390,63,316,277,0,81,235,0,86,350,51,0,15,223,206,127,370,7,282,0,0,126,264,279,101,272
